,simulation_id,p,ver,initialization,hidden_size,corpus_seed,training_seed,regularization,regularization_lambda,learning_rate,num_epochs,dropout,validation_ratio,early_stop_patience,train_size,training_loss,validation_loss,G,D:G,test_accuracy,first_n_failure,eval_params
1331,c8ffe9dd,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.4,0.05,10.0,10000,2.0352418422699000,0.9741278886795040,2101,1396490.0271512900,0.001997997997998000,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2645,d3d7b5ea,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.0,0.05,2.0,1000,1.6813995838165300,0.9741279482841490,3525,1390560.0095226000,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2649,09f21e36,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.0,0.05,10.0,1000,1.6644375324249300,0.9741528034210210,3529,1390706.352900810,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
288,1ca99631,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.9741600155830380,535,1391070.1825564300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
660,73190c7a,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.6,0.05,,500,1.0614306926727300,0.9741612076759340,535,1391069.4612089100,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
324,035d9ab3,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.6,0.05,,500,1.0614304542541500,0.9741690754890440,535,1391084.0684962000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
300,f12f4ada,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.2,0.05,,500,1.06143057346344,0.9741700291633610,535,1391084.0684962000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1332,5c98ae12,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.6,0.05,,500,1.06143057346344,0.974170446395874,535,1391091.5524767300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
624,2a59c72d,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,,500,1.0614306926727300,0.974170982837677,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2304,11cae4cd,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.974170982837677,535,1391090.921297650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1644,8d45e3aa,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.2,0.05,,500,1.06143057346344,0.9741710424423220,535,1391090.921297650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
648,78979f8e,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.4,0.05,,500,1.06143057346344,0.9741711616516110,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
960,041cadae,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.9741712808609010,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
984,90a96b5d,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.4,0.05,,500,1.06143057346344,0.9741712808609010,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1632,9ee40ead,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.9741712808609010,535,1391090.921297650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1656,a0e2cfe9,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.4,0.05,,500,1.0614306926727300,0.9741712808609010,535,1391090.921297650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2316,0ee22853,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.2,0.05,,500,1.06143057346344,0.9741712808609010,535,1391090.921297650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
636,b8e2843e,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.2,0.05,,500,1.0614306926727300,0.9741716384887700,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2640,a78bff10,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.9741716384887700,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3000,e5289449,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.4,0.05,,500,1.06143057346344,0.9741716384887700,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2652,03ee55b0,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.2,0.05,,500,1.0614306926727300,0.9741717576980590,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3312,77566841,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.9741717576980590,535,1391090.7409607700,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3324,c5091900,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.2,0.05,,500,1.0614306926727300,0.9741717576980590,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3336,21a18aec,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.4,0.05,,500,1.0614306926727300,0.9741717576980590,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1992,5b8437c8,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.4,0.05,,500,1.06143057346344,0.9741718769073490,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2988,e90f345a,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.2,0.05,,500,1.0614306926727300,0.9741718769073490,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1968,d82aa3cc,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.0,0.05,,500,1.0614304542541500,0.9741719365119930,535,1391090.921297650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1980,65f72bc8,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.2,0.05,,500,1.06143057346344,0.9741719365119930,535,1391091.6426451700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2004,8d15040a,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.6,0.05,,500,1.06143057346344,0.9741719365119930,535,1391092.9951717700,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2976,c5653640,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.0,0.05,,500,1.0614306926727300,0.9741719365119930,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3348,0fcb1327,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.6,0.05,,500,1.06143057346344,0.9741719365119930,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1308,d27075de,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,,500,1.06143057346344,0.974172055721283,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2664,5709799b,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.4,0.05,,500,1.0614304542541500,0.974172055721283,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3012,ea49b35f,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.6,0.05,,500,1.0614306926727300,0.974172055721283,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2676,64b45301,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.6,0.05,,500,1.06143057346344,0.9741724729537960,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2340,eba1da3d,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.6,0.05,,500,1.06143057346344,0.9741725921630860,535,1391091.5524767300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1668,cd29ce4d,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.6,0.05,,500,1.06143057346344,0.9741726517677310,535,1391093.6263508500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
972,fe08b1ea,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.2,0.05,,500,1.0614306926727300,0.9741730690002440,535,1391093.4460139700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2328,8ff2b6e0,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.4,0.05,,500,1.0614306926727300,0.974173367023468,535,1391092.8148348900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
632,a7d0e8d7,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,10.0,500,1.0614347457885700,0.9741746783256530,575,1391094.7985405700,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1320,36374292,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.4,0.05,,500,1.06143057346344,0.974176287651062,535,1391097.7740990900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
312,d73c062e,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.4,0.05,,500,1.06143057346344,0.974181592464447,535,1391105.1679111700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
996,31d053dc,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.6,0.05,,500,1.0614306926727300,0.9741849899291990,535,1391110.8485229000,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
628,42c8a10e,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,2.0,500,1.0614604949951200,0.974189281463623,739,1391118.2423349800,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1296,89333d92,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.0,0.05,,500,1.06143057346344,0.974200963973999,535,1391136.1858545500,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1316,2ab58d28,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,10.0,500,1.4608999490737900,0.9742211699485780,1711,1391209.7633016400,0.00398998998998999,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1312,b56614b0,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,2.0,500,1.6030802726745600,0.9742849469184880,1867,1391365.213692300,0.001995995995996000,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2646,2d4a7269,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.0,0.05,2.0,5000,1.6884671449661300,0.9747772812843320,3383,1391682.3360959700,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2650,507492c6,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.0,0.05,10.0,5000,1.6713378429412800,0.9747989177703860,3381,1391885.3052545400,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
332,d0ba66b7,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.6,0.05,10.0,500,1.5091021060943600,0.9748064875602720,2105,1396525.0125060300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2677,e5e99bd3,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625237226486200,0.974892258644104,535,1393539.3551189100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2329,c6623021,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625237226486200,0.9749245047569280,535,1393590.300287550,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1321,9ebd7793,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625237226486200,0.9749303460121160,535,1393599.3171315500,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2641,bbf706eb,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625237226486200,0.9749305248260500,535,1393599.5876368700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2305,5e4f6311,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625237226486200,0.9749323725700380,535,1393602.1123531900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
637,510ca90c,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.2,0.05,,1000,1.062523603439330,0.9749330282211300,535,1393604.3665641900,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1309,9170d10f,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625238418579100,0.9749330878257750,535,1393603.194374470,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
289,6a022a79,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625237226486200,0.9749332666397100,535,1393605.087911720,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
961,938a878d,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625237226486200,0.9749337434768680,535,1393604.4567326300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
301,0b105ff8,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625237226486200,0.9749338626861570,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
973,3b9f8fd4,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625237226486200,0.9749338626861570,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1669,de845f90,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625237226486200,0.9749338626861570,535,1393604.4567326300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
661,168c0fdc,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625238418579100,0.9749340415000920,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2005,f7011827,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625238418579100,0.9749340415000920,535,1393604.4567326300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2317,6387e6ed,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625238418579100,0.9749340415000920,535,1393604.4567326300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3349,7758a08d,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625238418579100,0.9749341011047360,535,1393604.4567326300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
997,678a2329,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.6,0.05,,1000,1.062523603439330,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1633,a41e5d0a,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1969,b6e36ba1,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1981,3aa5e38d,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393604.4567326300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1993,e8809b17,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2977,3a38bf49,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2989,7e37067d,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3001,4313b08e,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3013,fe0de627,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393605.087911720,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3313,7023743b,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393604.4567326300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3325,76e3ca22,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625238418579100,0.9749342203140260,535,1393605.7190908000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3337,531537cd,0.3,8,uniform,3,100,500,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625237226486200,0.9749342203140260,535,1393604.997743280,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2341,c4b50d84,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625238418579100,0.974934458732605,535,1393604.997743280,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
649,18e7442d,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625237226486200,0.9749345779418950,535,1393606.2601014400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1297,34af2a50,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625239610672000,0.9749347567558290,535,1393607.0716174000,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1657,8eb1ebf7,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625237226486200,0.9749349355697630,535,1393604.4567326300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1333,c691017f,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625237226486200,0.9749350547790530,535,1393607.7027964800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
313,6be76b26,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625238418579100,0.9749352931976320,535,1393607.7929649200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1317,88aaaa76,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,10.0,1000,1.2006006240844700,0.9749362468719480,1367,1393610.2275128000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
633,6fa5210d,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,10.0,1000,1.0625278949737500,0.9749369621276860,575,1393610.2275128000,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
625,84ce15e3,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,,1000,1.0625237226486200,0.9749376177787780,535,1393611.8505447200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1645,9dc95ce9,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625238418579100,0.9749379754066470,535,1393611.219365640,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2665,e1a86d3e,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.4,0.05,,1000,1.0625238418579100,0.9749413728713990,535,1393617.2606511200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
325,fd2ea6e0,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.6,0.05,,1000,1.0625238418579100,0.9749481081962590,535,1393627.539853290,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
629,cfc32d22,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,2.0,1000,1.0625501871109000,0.9749497175216680,743,1393628.8022114500,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2653,e0e6853a,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.2,0.05,,1000,1.0625237226486200,0.9749547839164730,535,1393637.6387185800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
985,c00f0b91,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.4,0.05,,1000,1.062523603439330,0.9749607443809510,535,1393648.6392682600,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1341,57a5bee2,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.6,0.05,10.0,1000,1.6475356817245500,0.9750927090644840,1895,1393969.6389148600,0.001997997997998000,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1313,ddcb2712,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,2.0,1000,1.9450299739837600,0.9754636287689210,2013,1394744.4563202600,0.001995995995996000,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1329,ebef7cf6,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.4,0.05,10.0,1000,1.9440182447433500,0.9754750728607180,2033,1394764.4737139500,0.001995995995996000,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2678,a26c9985,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.6,0.05,,5000,1.0629030466079700,0.9754794836044310,535,1394460.5159025200,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
626,1e42114c,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.0,0.05,,5000,1.0629030466079700,0.9754796624183660,535,1394461.958597560,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1658,918b0008,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.4,0.05,,5000,1.0629030466079700,0.9754906296730040,535,1394479.0004327300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
290,59df5f93,0.3,8,normal,3,100,100,L2,0.1,0.001,20000,0.0,0.05,,5000,1.0629030466079700,0.9754935503005980,535,1394484.500707580,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2306,039a61d8,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.0,0.05,,5000,1.0629029273986800,0.975493848323822,535,1394484.500707580,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2666,c4dda0aa,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.4,0.05,,5000,1.0629030466079700,0.9754939675331120,535,1394484.0498653800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1310,06786f9c,0.3,8,normal,3,100,400,L2,0.1,0.001,20000,0.2,0.05,,5000,1.0629030466079700,0.9754948616027830,535,1394484.9515497800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2342,4cf02410,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.6,0.05,,5000,1.0629029273986800,0.9754952192306520,535,1394486.033571060,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2318,776dc4d4,0.3,8,uniform,3,100,200,L2,0.1,0.001,20000,0.2,0.05,,5000,1.0629030466079700,0.9754953980445860,535,1394485.943402620,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
638,e9ef8f40,0.3,8,normal,3,100,200,L2,0.1,0.001,20000,0.2,0.05,,5000,1.0629030466079700,0.9754961729049680,535,1394487.2057607800,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2654,29a2bf15,0.3,8,uniform,3,100,300,L2,0.1,0.001,20000,0.2,0.05,,5000,1.0629030466079700,0.9754965305328370,535,1394487.3860976600,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
962,119b47e3,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.0,0.05,,5000,1.0629030466079700,0.9754970669746400,535,1394488.3779505000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
998,d085ac05,0.3,8,normal,3,100,300,L2,0.1,0.001,20000,0.6,0.05,,5000,1.0629030466079700,0.9754972457885740,535,1394488.3779505000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1670,e0b912e8,0.3,8,normal,3,100,500,L2,0.1,0.001,20000,0.6,0.05,,5000,1.0629029273986800,0.9754974246025090,535,1394490.0009824200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1970,5bea8d7c,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.0,0.05,,5000,1.0629029273986800,0.9754974246025090,535,1394490.0009824200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2990,30a260df,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.2,0.05,,5000,1.0629030466079700,0.9754974246025090,535,1394489.9108139800,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2978,8bbbee7a,0.3,8,uniform,3,100,400,L2,0.1,0.001,20000,0.0,0.05,,5000,1.0629029273986800,0.9754975438117980,535,1394490.0009824200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1982,3673ec56,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.2,0.05,,5000,1.0629030466079700,0.9754976034164430,535,1394489.45997178,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1994,3c70fb90,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.4,0.05,,5000,1.0629029273986800,0.9754976034164430,535,1394490.0009824200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
