,simulation_id,p,ver,initialization,hidden_size,corpus_seed,training_seed,regularization,regularization_lambda,learning_rate,num_epochs,dropout,validation_ratio,early_stop_patience,train_size,training_loss,validation_loss,G,D:G,test_accuracy,first_n_failure,eval_params
1349,1c67e83e,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,2.0,1000,0.3587985634803770,0.18096284568309800,4297,1707553.4723287200,0.8383463463463460,73,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1353,1d3ac292,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,10.0,1000,0.35879674553871200,0.1809629499912260,4235,1709064.8757209400,0.8382482482482480,73,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1,1ba97bda,0.3,8,normal,3,100,100,,,0.001,20000,0.0,0.05,,1000,0.357954204082489,0.1838236004114150,4245,3790218.8361751500,0.7304164164164160,36,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1348,78dd25e6,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,2.0,500,0.35805726051330600,0.18714722990989700,4233,1676995.7486676600,0.806948948948949,42,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1352,510f5bdc,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,10.0,500,0.3580474555492400,0.1871473342180250,4257,1675014.928376520,0.8073453453453450,42,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
339,2.80497E+06,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,,10000,0.3600403368473050,0.18871057033538800,4421,923936.7092031540,0.9454474474474480,76,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
337,c10e6c52,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,,1000,0.3579678535461430,0.1888672411441800,4307,1110001.4493003600,0.9403363363363360,57,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3,61f11673,0.3,8,normal,3,100,100,,,0.001,20000,0.0,0.05,,10000,0.36003926396369900,0.18901149928569800,4301,2773190.065416070,0.8173253253253250,49,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3027,dcb4d9c2,0.3,8,uniform,3,100,500,,,0.001,20000,0.0,0.05,,10000,0.3600340187549590,0.18939611315727200,4439,1548115.4725799200,0.8817077077077080,47,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1347,8e6b15d4,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,,10000,0.3600475490093230,0.18949028849601700,4383,2439288.938078250,0.8358858858858860,65,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
675,8a19bd01,0.3,8,normal,3,100,300,,,0.001,20000,0.0,0.05,,10000,0.36004653573036200,0.19001257419586200,4147,972789.9700252560,0.9336376376376380,62,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2019,b8552678,0.3,8,uniform,3,100,200,,,0.001,20000,0.0,0.05,,10000,0.36003246903419500,0.19179680943489100,4371,2666643.249571940,0.792084084084084,40,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2018,40113374,0.3,8,uniform,3,100,200,,,0.001,20000,0.0,0.05,,5000,0.35948407649993900,0.19229035079479200,4427,3277943.7956662100,0.7314894894894890,37,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
338,f98fb547,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,,5000,0.35947558283805800,0.1924368441104890,4339,1011902.3342681600,0.9391271271271270,70,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2691,4d397702,0.3,8,uniform,3,100,400,,,0.001,20000,0.0,0.05,,10000,0.36004048585891700,0.1926787942647930,4277,1955190.2727285100,0.8537257257257260,75,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1354,a1b5ca9e,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,10.0,5000,0.35973790287971500,0.1930208057165150,4287,1994878.6329664900,0.8292532532532530,56,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1350,436e1726,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,2.0,5000,0.3597819209098820,0.19311454892158500,4259,1893368.2655101000,0.8351831831831830,53,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1009,f55ce0a2,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,,1000,0.3588646948337560,0.19619208574295000,4279,68799.7595784432,0.998058058058058,31,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2,e938d44c,0.3,8,normal,3,100,100,,,0.001,20000,0.0,0.05,,5000,0.35945817828178400,0.19743035733699800,4293,5278100.167766030,0.6382182182182180,35,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2690,dbe740d6,0.3,8,uniform,3,100,400,,,0.001,20000,0.0,0.05,,5000,0.3595220744609830,0.19850820302963300,4297,951383.2610085460,0.9552652652652650,36,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2355,77078cd1,0.3,8,uniform,3,100,300,,,0.001,20000,0.0,0.05,,10000,0.36007454991340600,0.19925352931022600,4267,13664960.72644830,0.6603883883883880,80,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
673,8dbd3e75,0.3,8,normal,3,100,300,,,0.001,20000,0.0,0.05,,1000,0.35823196172714200,0.20689710974693300,4277,1334662.3393211600,0.9443303303303300,54,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2016,3e2ddd4b,0.3,8,uniform,3,100,200,,,0.001,20000,0.0,0.05,,500,0.35488179326057400,0.2120160311460500,4387,2593212.596707010,0.8172112112112110,33,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1011,884419ec,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,,10000,0.3600531816482540,0.2128830850124360,4335,6331428.047438280,0.34482082082082100,34,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1344,1802c027,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,,500,0.3549424409866330,0.21607503294944800,4281,788617.8654848130,0.9649029029029030,33,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
672,22cdfbbd,0.3,8,normal,3,100,300,,,0.001,20000,0.0,0.05,,500,0.35496246814727800,0.21756963431835200,4355,3086573.905229890,0.7048488488488490,33,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1683,d5679f87,0.3,8,uniform,3,100,100,,,0.001,20000,0.0,0.05,,10000,0.3600336015224460,0.23955999314785000,4295,3017801.7146520000,0.8106366366366370,42,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2689,70e3c3c1,0.3,8,uniform,3,100,400,,,0.001,20000,0.0,0.05,,1000,0.35760796070098900,0.24526675045490300,4325,936116.3014120990,0.9575195195195200,26,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2688,a8db1f59,0.3,8,uniform,3,100,400,,,0.001,20000,0.0,0.05,,500,0.3540937006473540,0.2500441074371340,4307,927968.591000238,0.9533333333333330,24,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1346,bab89407,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,,5000,0.3595793843269350,0.255089670419693,4359,2093448.2469189100,0.8602662662662660,24,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1345,fcb4487f,0.3,8,normal,3,100,500,,,0.001,20000,0.0,0.05,,1000,0.3582969605922700,0.2568756639957430,4303,1098793.6925383400,0.9279219219219220,25,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2352,0773c324,0.3,8,uniform,3,100,300,,,0.001,20000,0.0,0.05,,500,0.3551850914955140,0.2602421045303350,4217,6353171.625747030,0.4131271271271270,24,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
336,f7b1ce47,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,,500,0.35412994027137800,0.26765176653862,4421,4067014.306720100,0.7981241241241240,31,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3024,f8b460ea,0.3,8,uniform,3,100,500,,,0.001,20000,0.0,0.05,,500,0.3543623089790340,0.26773473620414700,4425,3319257.8928783900,0.8051271271271270,25,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1010,2a32d22b,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,,5000,0.3596073389053350,0.26841920614242600,4347,12834131.407435800,0.30256856856856900,36,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1680,c9d8d60c,0.3,8,uniform,3,100,100,,,0.001,20000,0.0,0.05,,500,0.35575929284095800,0.29201215505600000,4183,11133466.623590500,0.11192992992993000,29,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
674,fbdc53e7,0.3,8,normal,3,100,300,,,0.001,20000,0.0,0.05,,5000,0.35950085520744300,0.30301955342292800,4313,10920210.328036400,0.754980980980981,37,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2353,d6cb235b,0.3,8,uniform,3,100,300,,,0.001,20000,0.0,0.05,,1000,0.358303040266037,0.30582478642463700,4159,13106253.988743400,0.5751011011011010,33,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1682,cfd5d77e,0.3,8,uniform,3,100,100,,,0.001,20000,0.0,0.05,,5000,0.3594931662082670,0.32318228483200100,4363,6669703.245803190,0.3316196196196200,23,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2017,b329029c,0.3,8,uniform,3,100,200,,,0.001,20000,0.0,0.05,,1000,0.35796743631362900,0.3414306938648220,4307,6878078.9040339900,0.18894294294294300,23,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1681,e10fd90c,0.3,8,uniform,3,100,100,,,0.001,20000,0.0,0.05,,1000,0.3583179712295530,0.3538849651813510,4261,10904751.850673200,0.16823823823823800,24,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2354,4c564f86,0.3,8,uniform,3,100,300,,,0.001,20000,0.0,0.05,,5000,0.35951536893844600,0.38548144698143000,4249,14272020.83114360,0.554914914914915,32,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1008,dc352463,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,,500,0.3560163080692290,0.3980626165866850,4213,9836050.973319040,0.05517717717717720,22,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
351,db4afb1d,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,,10000,0.8226431608200070,0.40028852224350000,4021,450361.24181854500,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
0,687da0cd,0.3,8,normal,3,100,100,,,0.001,20000,0.0,0.05,,500,0.3541417419910430,0.40746068954467800,4289,12030201.1374608,0.14319319319319300,17,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
349,016c7b38,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,,1000,0.7751789689064030,0.4249316155910490,4037,433921.64165917500,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
348,070409f7,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,,500,0.8319118022918700,0.4301318824291230,4027,422600.00215735900,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
676,5e250e51,0.3,8,normal,3,100,300,,,0.001,20000,0.0,0.05,2.0,500,0.6809052228927610,0.4302389621734620,4085,623133.0799774440,0.9944464464464460,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
343,54c8cca7,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,2.0,10000,0.7486580610275270,0.435202032327652,4101,582410.0368898310,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
350,e96a04c5,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,,5000,0.8630715608596800,0.43529048562049900,4031,454394.79173177000,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
347,54a162c8,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,10.0,10000,0.7470391392707830,0.4355071485042570,4087,583349.6371194300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
363,d7d966cd,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,,10000,0.8460263013839720,0.4373296797275540,4011,506194.7120906680,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
340,05b4b5a4,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,2.0,500,0.7418180108070370,0.4400380849838260,3995,559812.1576957660,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
344,803b9dd7,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,10.0,500,0.7400466203689580,0.4402957856655120,4097,560993.8151026950,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
342,d4946b93,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,2.0,5000,0.7451222538948060,0.4450809359550480,4119,579893.9316543010,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
346,df5b5722,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,10.0,5000,0.7435898780822750,0.44537973403930700,4027,581062.7400585210,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
341,55d20c4d,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,2.0,1000,0.7490297555923460,0.4464021921157840,4083,577999.3574760730,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
345,94bb963e,0.3,8,normal,3,100,200,,,0.001,20000,0.0,0.05,10.0,1000,0.7471414804458620,0.4466557502746580,4047,579090.0349269850,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
359,12f4e733,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,10.0,10000,0.8494698405265810,0.4492342174053190,4025,524928.1071966120,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
355,2458930b,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,2.0,10000,0.8833184242248540,0.4619849622249600,4003,545220.2892100150,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
684,7fea994d,0.3,8,normal,3,100,300,,,0.001,20000,0.2,0.05,,500,0.756045401096344,0.4623987376689910,4123,665647.9503058410,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
361,5f8026c8,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,,1000,0.9046217203140260,0.46260151267051700,4015,492580.5400004400,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
360,e25c1bc4,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,,500,0.8766515851020810,0.4682234525680540,4001,482876.8829869800,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
680,17927825,0.3,8,normal,3,100,300,,,0.001,20000,0.0,0.05,10.0,500,0.6771435141563420,0.4688669741153720,4061,664123.9233320220,0.9807147147147150,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
362,cdd3855c,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,,5000,0.8782832026481630,0.47244933247566200,4029,511404.19371487800,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
685,5254c960,0.3,8,normal,3,100,300,,,0.001,20000,0.2,0.05,,1000,0.896791398525238,0.4734339714050290,4149,681532.3833797880,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
356,7622ad97,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,10.0,500,0.8365991115570070,0.4742520749568940,4009,492989.9498025120,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
358,6959453c,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,10.0,5000,0.8447149395942690,0.48293206095695500,3989,529083.7451776720,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1020,b01f728a,0.3,8,normal,3,100,400,,,0.001,20000,0.2,0.05,,500,0.7804096341133120,0.48724499344825700,4153,678451.3277830900,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
686,aa9f9c69,0.3,8,normal,3,100,300,,,0.001,20000,0.2,0.05,,5000,0.7783735990524290,0.48995664715766900,4165,715752.6589074740,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
687,96950c31,0.3,8,normal,3,100,300,,,0.001,20000,0.2,0.05,,10000,0.7947673201560970,0.491557776927948,4151,715737.600777985,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1012,b4a20750,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,2.0,500,0.6841537356376650,0.492393434047699,4027,741245.9819643830,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
354,43816b08,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,2.0,5000,0.8840508460998540,0.49298667907714800,4015,545790.9201829070,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1016,c4c85044,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,10.0,500,0.6774834394454960,0.49351003766059900,4077,755027.3263424750,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
371,39dc86be,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,10.0,10000,0.8933526873588560,0.4937671422958370,4027,597572.6716011340,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
352,11c503f2,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,2.0,500,0.8307303190231320,0.495495080947876,3991,528717.8416479270,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
353,048704f8,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,2.0,1000,0.8379029035568240,0.49881869554519700,4019,552153.3856501070,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
357,f1f657df,0.3,8,normal,3,100,200,,,0.001,20000,0.2,0.05,10.0,1000,0.8551183342933660,0.49884772300720200,4013,552322.5416436510,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1021,f7c99591,0.3,8,normal,3,100,400,,,0.001,20000,0.2,0.05,,1000,0.783565878868103,0.49949970841407800,4155,702872.0521613170,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1013,2a8dd3f3,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,2.0,1000,0.6903926730155950,0.5042455792427060,4103,746070.3992653360,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1017,e1af85f1,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,10.0,1000,0.683900773525238,0.5053941607475280,4031,757705.689685885,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1022,c195567a,0.3,8,normal,3,100,400,,,0.001,20000,0.2,0.05,,5000,0.8216084241867070,0.507317304611206,4143,719084.7434412870,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1023,84939f0f,0.3,8,normal,3,100,400,,,0.001,20000,0.2,0.05,,10000,0.8118141293525700,0.5077490210533140,4163,723355.8871940590,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
370,56c1c82f,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,10.0,5000,0.8772735595703130,0.5165642499923710,4027,587103.3943631630,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
375,8847c5b7,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,,10000,0.9246830940246580,0.5213339328765870,4005,642798.9520062220,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
367,73c63a99,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,2.0,10000,0.9133570194244390,0.5218530893325810,3983,644103.4639127250,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1032,2c1de784,0.3,8,normal,3,100,400,,,0.001,20000,0.4,0.05,,500,0.861172080039978,0.5285924673080440,4151,732823.8889894330,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
369,6fe51606,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,10.0,1000,0.8787052631378170,0.5337322950363160,4013,613977.8725006220,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1014,52cbaabc,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,2.0,5000,0.6903268098831180,0.5344669818878170,4077,808771.2331847510,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1018,b8d67f7e,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,10.0,5000,0.6831210851669310,0.5358856916427610,4113,820122.8086086650,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
368,e879ba40,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,10.0,500,0.882000744342804,0.5364476442337040,4025,602407.503356913,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1033,a984950f,0.3,8,normal,3,100,400,,,0.001,20000,0.4,0.05,,1000,0.838182806968689,0.5405316948890690,4155,756760.2735919030,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
373,79c70de1,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,,1000,0.9446464776992800,0.5428606271743770,4007,631716.5293758730,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1015,1302c090,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,2.0,10000,0.6946994662284850,0.5431075692176820,4071,811272.0548696920,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1034,da37370b,0.3,8,normal,3,100,400,,,0.001,20000,0.4,0.05,,5000,0.8487535715103150,0.5437564849853520,4153,764571.6557223560,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
364,0767a2d0,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,2.0,500,0.9089086055755620,0.5445754528045650,4007,615756.8958229190,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1019,299576f8,0.3,8,normal,3,100,400,,,0.001,20000,0.0,0.05,10.0,10000,0.6876009702682500,0.5450144410133360,4049,819941.3897072740,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
372,bb9ec886,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,,500,0.9284075498580930,0.5455424785614010,3995,619259.9848032970,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1035,6445cc26,0.3,8,normal,3,100,400,,,0.001,20000,0.4,0.05,,10000,0.843095600605011,0.5461390614509580,4157,774115.5342600360,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
374,b0b283be,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,,5000,0.9370705485343930,0.5483134388923650,4019,640770.7932840520,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
365,b82a3171,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,2.0,1000,0.891224205493927,0.5508249402046200,3981,642648.866637749,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
366,c3603264,0.3,8,normal,3,100,200,,,0.001,20000,0.4,0.05,2.0,5000,0.9169492125511170,0.556768000125885,4021,655444.7601344740,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
383,c87af28a,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,10.0,10000,0.9530062675476070,0.5651878714561460,4009,716514.5822259440,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3026,e21cede0,0.3,8,uniform,3,100,500,,,0.001,20000,0.0,0.05,,5000,0.35949021577835100,0.5658900737762450,4331,13421237.597020700,0.7758258258258260,28,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
696,e8b6144e,0.3,8,normal,3,100,300,,,0.001,20000,0.4,0.05,,500,0.8447057008743290,0.5683921575546270,4161,852133.5966812300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
697,aa7217cd,0.3,8,normal,3,100,300,,,0.001,20000,0.4,0.05,,1000,0.9519844651222230,0.5776593685150150,4147,861385.6901468910,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
698,86558b11,0.3,8,normal,3,100,300,,,0.001,20000,0.4,0.05,,5000,0.8305351138114930,0.5919064879417420,4127,889986.5783218740,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
381,0158f777,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,10.0,1000,0.9357871413230900,0.5999996662139890,3991,731850.3854263740,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
699,077e08ca,0.3,8,normal,3,100,300,,,0.001,20000,0.4,0.05,,10000,0.8406454920768740,0.6012094020843510,4105,894328.0985421090,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1044,071a30b0,0.3,8,normal,3,100,400,,,0.001,20000,0.6,0.05,,500,0.9725273251533510,0.6047276258468630,4133,841665.7621383000,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
379,d36fa051,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,2.0,10000,0.9508808851242070,0.6078418493270870,3997,787985.5142147030,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
380,4d0096ca,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,10.0,500,1.0099486112594600,0.6081966161727910,4003,732136.85056043,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
12,da5b97bc,0.3,8,normal,3,100,100,,,0.001,20000,0.2,0.05,,500,0.8782275915145870,0.608776867389679,4045,855211.9472247270,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
376,5f97cf3f,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,2.0,500,0.9294636249542240,0.6099544167518620,3989,734790.9585934650,0.99601001001001,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
382,68f97b1f,0.3,8,normal,3,100,200,,,0.001,20000,0.6,0.05,10.0,5000,0.9508217573165890,0.6113451719284060,4001,753289.5099972840,0.9960120120120120,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1045,86b3161f,0.3,8,normal,3,100,400,,,0.001,20000,0.6,0.05,,1000,0.8925256729125980,0.6116796731948850,4129,856915.9504048970,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
